City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
281,Talnakh,69.49,88.4,290.15,45,73,11.0,RU,2020-06-23 05:16:21
282,Druzhba,52.04,33.95,290.99,95,66,4.02,UA,2020-06-23 05:16:21
283,Porto Novo,6.5,2.6,297.15,94,20,1.5,BJ,2020-06-23 05:16:22
284,Enderby,52.59,-1.21,285.37,92,0,3.86,GB,2020-06-23 05:16:22
285,San Patricio,19.22,-104.7,300.38,76,37,1.57,MX,2020-06-23 05:16:23
286,Komsomolskiy,40.43,71.72,303.15,25,100,6.2,UZ,2020-06-23 05:16:23
287,Galesong,-5.32,119.37,305.15,55,20,3.6,ID,2020-06-23 05:16:24
288,Mahebourg,-20.41,57.7,297.15,64,40,4.1,MU,2020-06-23 05:16:24
289,Camacha,33.08,-16.33,293.15,88,75,4.1,PT,2020-06-23 05:16:24
290,Port Augusta,-32.5,137.77,288.15,58,25,3.6,AU,2020-06-23 05:16:25
291,Havre-Saint-Pierre,50.23,-63.6,285.15,100,90,1.0,CA,2020-06-23 05:16:25
292,Mega,4.05,38.3,288.3,94,74,7.45,ET,2020-06-23 05:16:25
293,Porto Velho,-8.76,-63.9,296.15,94,64,0.51,BR,2020-06-23 05:12:52
294,Tuban,-6.9,112.06,303.25,59,60,1.05,ID,2020-06-23 05:16:26
295,Beisfjord,68.38,17.6,287.15,82,50,7.7,NO,2020-06-23 05:16:26
296,Ancud,-41.87,-73.82,279.26,100,40,2.1,CL,2020-06-23 05:16:26
297,Urzhum,57.11,50.0,288.87,70,13,4.26,RU,2020-06-23 05:16:26
298,Banepa,27.63,85.52,299.15,78,75,2.6,NP,2020-06-23 05:16:27
299,Guhagar,17.48,73.19,301.88,76,100,4.05,IN,2020-06-23 05:16:27
300,Bilibino,68.05,166.44,290.82,29,53,4.91,RU,2020-06-23 05:16:27
301,Herat,34.5,62.0,304.15,25,40,6.2,AF,2020-06-23 05:16:27
302,Teguise,29.06,-13.56,295.15,68,90,4.1,ES,2020-06-23 05:16:28
303,Malandag,6.31,125.24,307.15,52,40,2.1,PH,2020-06-23 05:16:28
304,Guymon,36.68,-101.48,294.15,60,90,6.7,US,2020-06-23 05:14:56
305,Wewak,-3.55,143.63,302.41,68,24,3.28,PG,2020-06-23 05:16:28
306,Yacopi,5.46,-74.34,289.68,100,83,1.26,CO,2020-06-23 05:16:28
307,Hongjiang,27.11,110.0,299.41,90,100,1.65,CN,2020-06-23 05:16:29
308,Say,13.1,2.37,302.15,62,61,4.1,NE,2020-06-23 05:16:29
309,Laguna,38.42,-121.42,298.15,53,1,4.1,US,2020-06-23 05:16:29
310,Kungurtug,50.6,97.52,284.68,77,97,1.15,RU,2020-06-23 05:16:29
311,Azanka,58.04,64.79,288.43,44,6,2.97,RU,2020-06-23 05:16:29
312,Puerto Escondido,15.85,-97.07,301.3,74,88,1.37,MX,2020-06-23 05:16:30
313,Karratha,-20.74,116.85,301.12,25,0,4.0,AU,2020-06-23 05:16:30
314,Peruibe,-24.32,-47.0,292.52,73,3,1.55,BR,2020-06-23 05:16:30
315,Bay City,43.59,-83.89,295.37,78,90,2.6,US,2020-06-23 05:16:30
316,Lagoa,39.05,-27.98,291.64,95,74,2.37,PT,2020-06-23 05:16:30
317,Zhigansk,66.77,123.37,299.01,32,0,3.89,RU,2020-06-23 05:16:31
318,Koutsouras,35.03,25.95,295.06,71,2,4.64,GR,2020-06-23 05:16:31
319,Ixtapa,20.7,-105.2,298.64,73,31,0.62,MX,2020-06-23 05:16:31
320,Kruisfontein,-34.0,24.73,283.88,45,0,3.06,ZA,2020-06-23 05:16:31
321,Aklavik,68.22,-135.01,289.15,48,75,3.1,CA,2020-06-23 05:16:31
322,Road Town,18.42,-64.62,301.48,89,34,0.89,VG,2020-06-23 05:16:31
323,Altamira,-3.2,-52.21,296.01,77,49,0.43,BR,2020-06-23 05:16:32
324,Badarpur,24.9,92.6,303.04,78,81,0.97,IN,2020-06-23 05:16:32
325,Teya,60.38,92.63,300.53,29,36,1.54,RU,2020-06-23 05:16:32
326,Valentin Gomez Farias,28.22,-106.58,300.37,21,84,1.34,MX,2020-06-23 05:16:33
327,Tanete,-3.94,119.78,303.19,57,68,6.44,ID,2020-06-23 05:16:33
328,Yerbogachen,61.28,108.01,297.97,39,55,3.57,RU,2020-06-23 05:16:33
329,Axim,4.87,-2.24,298.17,83,100,2.7,GH,2020-06-23 05:15:01
330,Matagami,49.75,-77.63,291.15,88,90,1.0,CA,2020-06-23 05:16:34
331,Tuatapere,-46.13,167.68,277.04,83,100,1.34,NZ,2020-06-23 05:16:34
332,Rudnichnyy,59.62,52.47,284.5,77,100,3.38,RU,2020-06-23 05:16:34
333,Agde,43.31,3.48,291.48,87,0,2.1,FR,2020-06-23 05:16:35
334,Kavieng,-2.57,150.8,302.75,68,7,2.58,PG,2020-06-23 05:16:35
335,Naze,28.37,129.48,302.15,74,20,5.7,JP,2020-06-23 05:16:35
336,Sechura,-5.56,-80.82,291.72,81,3,4.58,PE,2020-06-23 05:16:36
337,Vila Do Maio,15.13,-23.22,299.15,54,36,4.1,CV,2020-06-23 05:16:03
338,Quatre Cocos,-20.21,57.76,297.15,64,40,4.1,MU,2020-06-23 05:16:36
339,Artyom,40.47,50.33,304.15,31,1,5.1,AZ,2020-06-23 05:16:36
340,Freeport,40.66,-73.58,296.48,88,75,4.1,US,2020-06-23 05:11:45
341,Pskov,57.81,28.35,289.15,77,0,2.0,RU,2020-06-23 05:16:37
342,La Maddalena,41.21,9.41,291.15,59,0,1.5,IT,2020-06-23 05:16:37
343,Maua,-23.67,-46.46,292.04,93,52,1.06,BR,2020-06-23 05:16:37
344,Yumen,40.28,97.2,304.28,11,0,11.31,CN,2020-06-23 05:16:37
345,Xuddur,4.12,43.89,298.04,65,59,9.97,SO,2020-06-23 05:16:38
346,Bollnas,61.35,16.39,291.66,60,88,1.12,SE,2020-06-23 05:16:38
347,High Level,58.52,-117.14,294.15,37,40,2.6,CA,2020-06-23 05:16:38
348,Rocha,-34.48,-54.33,289.09,96,100,5.26,UY,2020-06-23 05:16:38
349,Boqueirao,-7.5,-36.13,291.74,97,42,2.86,BR,2020-06-23 05:16:38
350,Labuhan,-6.88,112.21,303.25,61,72,1.03,ID,2020-06-23 05:16:39
351,Tazovskiy,67.47,78.7,282.98,69,92,3.87,RU,2020-06-23 05:16:39
352,Rivne,50.62,26.23,291.15,93,90,3.0,UA,2020-06-23 05:16:39
353,Barrancas,10.96,-72.79,297.93,86,95,1.56,CO,2020-06-23 05:16:39
354,Serowe,-22.38,26.72,278.81,83,0,2.05,BW,2020-06-23 05:16:39
355,Cascas,-7.48,-78.82,289.73,70,2,0.53,PE,2020-06-23 05:16:40
356,Angoche,-16.23,39.91,295.46,88,84,4.3,MZ,2020-06-23 05:16:40
357,Geraldton,-28.77,114.6,293.15,60,40,8.7,AU,2020-06-23 05:16:40
358,Iqaluit,63.75,-68.51,278.15,86,40,4.1,CA,2020-06-23 05:16:41
359,Te Anau,-45.42,167.72,280.74,87,59,0.4,NZ,2020-06-23 05:16:41
360,Horsham,51.06,-0.33,286.48,100,20,2.1,GB,2020-06-23 05:16:42
361,Sisimiut,66.94,-53.67,278.02,75,0,2.66,GL,2020-06-23 05:16:42
362,Constitucion,-35.33,-72.42,283.98,86,63,4.28,CL,2020-06-23 05:16:42
363,Lingao,19.91,109.69,307.94,48,68,0.55,CN,2020-06-23 05:16:43
364,Peace River,56.25,-117.29,290.15,55,40,3.6,CA,2020-06-23 05:14:53
365,Innisfail,-17.53,146.03,295.7,67,0,4.01,AU,2020-06-23 05:16:43
366,Phon,15.82,102.6,307.53,46,59,3.54,TH,2020-06-23 05:16:44
367,Souillac,-20.52,57.52,297.15,64,40,4.1,MU,2020-06-23 05:16:44
368,Wadi Maliz,36.47,8.55,289.15,82,20,2.1,TN,2020-06-23 05:16:44
369,Kayasula,44.33,45.0,299.94,51,13,2.61,RU,2020-06-23 05:16:45
370,Santo Domingo,18.5,-69.99,300.93,80,65,1.75,DO,2020-06-23 05:14:38
371,Ahipara,-35.17,173.17,288.87,82,57,6.12,NZ,2020-06-23 05:16:45
372,Alice Springs,-23.7,133.88,289.15,31,0,3.1,AU,2020-06-23 05:16:46
373,San Angelo,31.46,-100.44,300.15,61,1,4.1,US,2020-06-23 05:11:50
374,Pierre,44.37,-100.35,290.93,67,75,3.6,US,2020-06-23 05:15:40
375,Sakakah,29.97,40.21,299.15,22,0,6.7,SA,2020-06-23 05:16:46
376,Florida,28.75,-82.5,297.59,88,1,1.5,US,2020-06-23 05:16:46
377,Tomatlan,19.93,-105.25,298.68,81,40,1.07,MX,2020-06-23 05:16:46
378,Vila Velha,-20.33,-40.29,290.37,93,4,1.5,BR,2020-06-23 05:16:47
379,Padang,-0.95,100.35,298.41,80,100,1.5,ID,2020-06-23 05:16:47
380,Belyy Yar,53.6,91.39,289.15,72,46,1.0,RU,2020-06-23 05:16:47
381,Tura,25.52,90.22,304.01,68,22,3.27,IN,2020-06-23 05:16:47
382,Baijiantan,45.63,85.18,299.49,16,96,2.03,CN,2020-06-23 05:16:48
383,Raudeberg,61.99,5.14,289.82,59,94,3.01,NO,2020-06-23 05:16:48
384,Saint-Denis,48.92,2.33,288.15,82,16,1.5,FR,2020-06-23 05:13:45
385,Qaqortoq,60.72,-46.03,281.15,65,0,1.5,GL,2020-06-23 05:16:48
386,Melbu,68.5,14.83,287.15,82,75,1.0,NO,2020-06-23 05:16:48
387,Kishi,9.08,3.85,294.81,95,100,3.33,NG,2020-06-23 05:16:49
388,Olafsvik,64.89,-23.71,282.26,83,100,5.54,IS,2020-06-23 05:16:49
389,Alexandria,31.22,29.96,294.15,83,40,2.1,EG,2020-06-23 05:13:09
390,Sambava,-14.27,50.17,296.55,77,14,5.57,MG,2020-06-23 05:16:49
391,Ulaanbaatar,47.91,106.88,288.15,72,40,8.0,MN,2020-06-23 05:16:49
392,Prince Rupert,54.32,-130.32,286.15,82,90,3.1,CA,2020-06-23 05:16:14
393,Half Moon Bay,37.46,-122.43,291.15,72,1,2.1,US,2020-06-23 05:16:50
394,Plettenberg Bay,-34.05,23.37,287.92,40,0,1.69,ZA,2020-06-23 05:16:50
395,Puerto Del Rosario,28.5,-13.86,295.15,73,90,6.2,ES,2020-06-23 05:14:06
396,Port Blair,11.67,92.75,303.1,70,86,3.34,IN,2020-06-23 05:14:53
397,Dakar,14.69,-17.44,299.15,88,20,7.2,SN,2020-06-23 05:15:01
398,Ismailia,30.6,32.27,297.42,56,0,1.65,EG,2020-06-23 05:16:51
399,Benguela,-12.58,13.41,293.65,69,0,2.94,AO,2020-06-23 05:13:09
400,Tsiroanomandidy,-18.77,46.03,292.32,75,0,0.97,MG,2020-06-23 05:16:51
401,Jenison,42.91,-85.79,293.71,88,100,1.93,US,2020-06-23 05:16:45
402,Miles City,46.41,-105.84,291.15,52,1,3.6,US,2020-06-23 05:18:34
403,North Platte,41.12,-100.77,289.26,87,1,2.54,US,2020-06-23 05:19:29
404,Ellensburg,47.0,-120.55,300.15,39,1,8.2,US,2020-06-23 05:19:30
405,Jiuquan,39.74,98.52,303.52,12,10,2.76,CN,2020-06-23 05:19:30
406,Poum,-20.23,164.02,296.91,75,61,2.76,NC,2020-06-23 05:19:30
407,Bakaly,55.18,53.8,287.24,66,7,2.26,RU,2020-06-23 05:19:30
408,Minas,-34.38,-55.24,288.15,100,90,1.0,UY,2020-06-23 05:19:31
409,Salekhard,66.53,66.6,284.26,48,51,3.16,RU,2020-06-23 05:19:31
410,Santa Cruz,-17.8,-63.17,295.15,94,40,7.2,BO,2020-06-23 05:15:04
411,Adygeysk,44.88,39.19,302.04,78,0,2.0,RU,2020-06-23 05:19:33
412,Havoysund,71.0,24.66,282.15,75,90,4.1,NO,2020-06-23 05:19:33
413,Terrace,54.52,-128.6,285.15,93,90,7.2,CA,2020-06-23 05:19:34
414,Udachnyy,66.42,112.4,298.15,29,40,5.0,RU,2020-06-23 05:19:34
415,Rasra,25.85,83.85,308.52,48,6,6.16,IN,2020-06-23 05:19:35
416,Glendive,47.11,-104.71,287.59,61,3,0.89,US,2020-06-23 05:19:35
417,Inuvik,68.35,-133.72,289.15,48,75,3.1,CA,2020-06-23 05:15:20
418,San Javier,37.81,-0.84,295.37,77,0,3.6,ES,2020-06-23 05:19:36
419,Pacific Grove,36.62,-121.92,288.15,87,90,2.6,US,2020-06-23 05:19:36
420,Kudahuvadhoo,2.67,72.89,301.89,77,67,4.88,MV,2020-06-23 05:19:37
421,Agadez,19.75,10.25,299.23,16,0,1.77,NE,2020-06-23 05:19:37
422,Bhadrachalam,17.67,80.88,304.25,70,77,4.14,IN,2020-06-23 05:19:37
423,Carutapera,-1.2,-46.02,295.79,93,92,2.01,BR,2020-06-23 05:19:38
424,Constantine,36.37,6.61,285.15,87,0,1.5,DZ,2020-06-23 05:19:39
425,Linjiang,41.81,126.91,300.39,39,100,2.73,CN,2020-06-23 05:19:41
426,Norden,53.6,7.2,287.04,93,20,0.5,DE,2020-06-23 05:19:41
427,Tres Arroyos,-38.37,-60.28,281.45,89,100,1.83,AR,2020-06-23 05:19:42
428,Maple Creek,49.92,-109.48,292.11,56,81,3.34,CA,2020-06-23 05:19:42
429,Tilichiki,60.47,166.1,291.81,60,40,2.62,RU,2020-06-23 05:19:43
430,Kasongo-Lunda,-6.47,16.82,288.23,39,0,0.88,CD,2020-06-23 05:19:43
431,Vallenar,-28.57,-70.76,289.42,67,100,1.02,CL,2020-06-23 05:19:44
432,Izhma,65.01,53.91,279.88,76,94,2.86,RU,2020-06-23 05:19:44
433,Karasjok,69.47,25.51,280.15,81,90,4.6,NO,2020-06-23 05:19:45
434,Rincon,32.3,-81.24,300.15,78,1,3.6,US,2020-06-23 05:19:17
435,Kovernino,57.13,43.81,290.91,62,7,2.18,RU,2020-06-23 05:19:46
436,Gombe,10.29,11.17,295.9,78,1,6.07,NG,2020-06-23 05:19:46
437,Amanganj,24.43,80.03,306.59,48,82,3.32,IN,2020-06-23 05:19:46
438,Iznik,40.43,29.72,290.15,93,75,3.6,TR,2020-06-23 05:14:58
439,Paamiut,61.99,-49.67,277.14,87,0,7.38,GL,2020-06-23 05:19:47
440,Hays,30.05,-98.03,300.37,84,82,6.55,US,2020-06-23 05:19:14
441,Kijang,35.24,129.21,302.15,42,75,4.1,KR,2020-06-23 05:19:47
442,General Jose Eduvigis Diaz,-27.17,-58.42,296.48,77,75,0.89,PY,2020-06-23 05:19:48
443,Faya,18.39,42.45,295.15,21,26,6.9,SA,2020-06-23 05:19:49
444,Fairlie,55.76,-4.86,287.04,91,100,5.84,GB,2020-06-23 05:19:49
445,Grindavik,63.84,-22.43,281.15,93,40,4.6,IS,2020-06-23 05:19:49
446,Pau Brasil,-15.46,-39.65,291.19,97,57,0.89,BR,2020-06-23 05:19:50
447,Necochea,-38.55,-58.74,282.04,97,98,2.68,AR,2020-06-23 05:19:51
448,San Quintin,30.48,-115.95,290.91,89,3,5.3,MX,2020-06-23 05:19:51
449,Taltal,-25.4,-70.48,285.99,80,4,1.56,CL,2020-06-23 05:19:51
450,Casambalangan,18.38,122.13,303.97,71,95,1.84,PH,2020-06-23 05:19:57
451,Lasa,46.62,10.7,287.04,93,5,3.1,IT,2020-06-23 05:19:59
452,Iracoubo,5.48,-53.2,298.06,89,100,3.0,GF,2020-06-23 05:19:59
453,Mutsu,41.29,141.22,295.93,88,75,5.7,JP,2020-06-23 05:19:59
454,Nokia,61.47,23.5,293.15,60,0,1.5,FI,2020-06-23 05:20:00
455,Refojos De Basto,41.51,-8.0,292.04,8,0,2.93,PT,2020-06-23 05:20:01
456,La Ronge,55.1,-105.28,291.15,55,20,2.6,CA,2020-06-23 05:17:46
457,Guerrero Negro,27.98,-114.06,290.63,90,100,5.84,MX,2020-06-23 05:20:02
458,San Fernando,15.03,120.69,306.15,66,75,1.0,PH,2020-06-23 05:20:03
459,Dicabisagan,17.08,122.42,305.04,63,100,4.39,PH,2020-06-23 05:20:03
460,Virginia Beach,36.85,-75.98,295.37,88,75,2.6,US,2020-06-23 05:16:14
461,Morondava,-20.28,44.28,297.51,65,24,3.3,MG,2020-06-23 05:20:04
462,Tiznit,29.58,-9.5,291.76,86,34,0.76,MA,2020-06-23 05:20:05
463,Impfondo,1.64,18.07,295.09,92,53,0.31,CG,2020-06-23 05:20:06
464,Padre Bernardo,-15.35,-48.5,287.49,66,0,1.18,BR,2020-06-23 05:20:06
465,Alikovo,55.74,46.75,289.15,59,16,4.0,RU,2020-06-23 05:20:07
466,Agropoli,40.35,15.0,295.37,51,16,2.68,IT,2020-06-23 05:20:07
467,Paita,-5.09,-81.11,291.36,84,0,4.86,PE,2020-06-23 05:20:07
468,Helong,42.54,129.0,296.98,74,100,2.3,CN,2020-06-23 05:20:07
469,Luderitz,-26.65,15.16,281.15,100,0,2.6,NA,2020-06-23 05:20:08
470,Senno,59.53,33.92,290.94,52,0,1.52,RU,2020-06-23 05:20:09
471,Whitecourt,54.15,-115.69,293.15,56,75,1.5,CA,2020-06-23 05:20:09
472,Baruun-Urt,46.68,113.28,296.97,48,26,1.0,MN,2020-06-23 05:20:10
473,Purranque,-40.92,-73.17,279.15,93,71,4.1,CL,2020-06-23 05:20:11
474,Mersing,2.43,103.84,299.15,88,40,3.6,MY,2020-06-23 05:20:12
475,Vila,42.03,-8.16,292.04,72,0,4.02,PT,2020-06-23 05:20:12
476,Naryan-Mar,67.67,53.09,278.93,66,100,4.23,RU,2020-06-23 05:20:12
477,Ipixuna,-1.76,-48.8,299.15,88,87,3.1,BR,2020-06-23 05:20:13
478,Yermakovskoye,53.28,92.4,292.36,59,8,1.95,RU,2020-06-23 05:20:13
479,Solnechnyy,50.72,136.63,288.23,58,81,3.39,RU,2020-06-23 05:20:13
480,Lata,40.16,-8.33,290.93,96,0,0.2,PT,2020-06-23 05:20:13
481,Bubaque,11.28,-15.83,300.7,84,24,5.31,GW,2020-06-23 05:18:06
482,Katsuura,35.13,140.3,299.26,73,75,2.6,JP,2020-06-23 05:18:56
483,Vila Franca Do Campo,37.72,-25.43,292.15,93,75,5.1,PT,2020-06-23 05:20:14
484,Palmer,42.16,-72.33,295.15,78,1,1.5,US,2020-06-23 05:19:51
485,Victor Harbor,-35.57,138.62,287.59,77,80,0.45,AU,2020-06-23 05:20:14
486,Otukpo,7.19,8.13,294.72,99,100,1.52,NG,2020-06-23 05:20:15
487,Gizo,-8.1,156.84,302.71,70,5,1.97,SB,2020-06-23 05:20:15
488,Lungi,9.22,-12.68,295.86,99,66,1.36,SL,2020-06-23 05:20:15
489,Bayan,46.08,127.4,294.82,82,100,6.24,CN,2020-06-23 05:20:16
490,Puerto Leguizamo,-0.19,-74.78,294.42,98,86,0.49,CO,2020-06-23 05:19:33
491,Sivas,39.79,37.0,291.15,55,3,4.6,TR,2020-06-23 05:20:16
492,Poronaysk,49.22,143.12,281.99,95,100,1.45,RU,2020-06-23 05:20:16
493,Kenai,60.55,-151.26,287.15,71,1,7.7,US,2020-06-23 05:18:35
494,Gilgit,35.92,74.31,303.34,21,0,2.09,PK,2020-06-23 05:20:18
495,Margate,51.38,1.39,289.26,70,0,1.34,GB,2020-06-23 05:20:18
496,Mackay,-21.15,149.2,294.15,52,0,6.7,AU,2020-06-23 05:16:21
497,Almaznyy,48.04,40.05,297.15,69,69,4.0,RU,2020-06-23 05:20:19
498,Marawi,8.0,124.29,302.59,81,62,3.13,PH,2020-06-23 05:20:19
499,Manokwari,-0.87,134.08,302.46,67,85,3.26,ID,2020-06-23 05:20:19
500,Chilca,-12.52,-76.74,289.15,87,75,2.6,PE,2020-06-23 05:20:19
501,Huntington,38.42,-82.45,294.26,88,1,1.84,US,2020-06-23 05:16:34
502,Inhambane,-23.86,35.38,292.15,93,75,3.61,MZ,2020-06-23 05:20:20
503,Anadyr,64.75,177.48,283.71,76,75,5.0,RU,2020-06-23 05:20:20
504,Bavly,54.39,53.26,287.06,66,25,1.72,RU,2020-06-23 05:20:20
505,Kurumkan,54.3,110.3,297.61,40,33,1.97,RU,2020-06-23 05:20:20
506,San Jose,37.34,-121.89,293.71,72,1,1.5,US,2020-06-23 05:17:20
507,Farafangana,-22.82,47.83,293.84,86,69,3.59,MG,2020-06-23 05:20:21
508,Krasnoarmeysk,51.02,45.7,290.93,51,53,0.45,RU,2020-06-23 05:20:23
509,Bambanglipuro,-7.95,110.28,302.36,65,55,6.74,ID,2020-06-23 05:20:23
510,Shingu,33.73,135.98,302.15,51,20,2.6,JP,2020-06-23 05:20:24
511,Korla,41.76,86.15,304.82,12,28,4.88,CN,2020-06-23 05:17:47
512,La Grande,45.32,-118.09,291.15,55,1,3.1,US,2020-06-23 05:20:25
513,Meadow Lake,34.8,-106.54,301.15,14,20,4.1,US,2020-06-23 05:18:47
514,Akureyri,65.68,-18.09,280.15,93,90,3.1,IS,2020-06-23 05:20:25
515,Ust-Kuyga,70.02,135.6,302.35,32,0,1.83,RU,2020-06-23 05:20:26
516,Carauari,-4.88,-66.9,295.28,97,45,0.45,BR,2020-06-23 05:20:26
517,Nsanje,-16.92,35.26,289.38,90,1,1.85,MW,2020-06-23 05:20:26
518,Rio Gallegos,-51.62,-69.22,277.15,100,75,2.6,AR,2020-06-23 05:20:26
519,Ramanuj Ganj,23.8,83.7,305.95,56,11,1.82,IN,2020-06-23 05:20:27
520,Taos,36.41,-105.57,294.15,35,1,6.2,US,2020-06-23 05:20:27
521,Satipo,-11.25,-74.64,292.58,79,18,1.13,PE,2020-06-23 05:20:27
522,Sur,22.57,59.53,304.97,61,100,4.2,OM,2020-06-23 05:20:27
523,Betafo,-19.83,46.85,288.47,76,11,2.64,MG,2020-06-23 05:20:28
524,Kirkwall,58.98,-2.96,283.71,100,82,3.1,GB,2020-06-23 05:18:40
525,Ordubad,38.91,46.02,296.15,49,7,2.1,AZ,2020-06-23 05:20:29
526,Bosilegrad,42.5,22.47,288.66,80,97,0.79,RS,2020-06-23 05:20:29
527,Thabazimbi,-24.59,27.41,280.83,67,0,0.86,ZA,2020-06-23 05:20:29
528,Dar Es Salaam,-6.82,39.27,297.15,78,75,4.6,TZ,2020-06-23 05:20:30
529,Dunedin,-45.87,170.5,280.37,80,1,2.68,NZ,2020-06-23 05:20:30
530,Olga,43.74,135.29,292.57,67,97,2.29,RU,2020-06-23 05:20:30
531,Kota Kinabalu,5.97,116.07,304.15,79,20,2.6,MY,2020-06-23 05:20:31
532,Lethem,3.38,-59.8,297.41,83,72,3.03,GY,2020-06-23 05:20:31
533,Kavaratti,10.57,72.64,303.15,74,75,2.1,IN,2020-06-23 05:20:31
534,Mitu,1.2,-70.17,295.36,99,99,0.53,CO,2020-06-23 05:20:31
535,Evensk,61.95,159.23,289.88,53,7,1.5,RU,2020-06-23 05:20:31
536,Ratnagiri,16.98,73.3,301.53,77,99,3.99,IN,2020-06-23 05:20:32
537,Kysyl-Syr,63.9,122.76,299.6,30,26,5.45,RU,2020-06-23 05:20:32
538,Ritterhude,53.18,8.72,287.59,93,12,0.5,DE,2020-06-23 05:20:32
539,Krasnolesnyy,51.88,39.59,289.15,77,75,2.0,RU,2020-06-23 05:20:33
540,Henties Bay,-22.12,14.28,292.63,33,0,4.46,NA,2020-06-23 05:20:33
541,Wiarton,44.74,-81.13,292.59,93,90,2.81,CA,2020-06-23 05:20:33
542,Hualmay,-11.1,-77.61,289.27,85,56,2.08,PE,2020-06-23 05:20:33
543,Lavrentiya,65.58,-171.0,279.58,62,94,6.23,RU,2020-06-23 05:20:34
544,Nanzhou,29.36,112.4,299.79,79,97,1.24,CN,2020-06-23 05:20:34
545,Ta Khmau,11.48,104.95,306.15,63,20,1.0,KH,2020-06-23 05:20:34
546,La Libertad,-2.23,-80.9,295.24,84,97,3.73,EC,2020-06-23 05:20:34
547,Namibe,-15.2,12.15,293.72,63,0,2.22,AO,2020-06-23 05:20:35
548,Arsenyev,44.16,133.27,298.85,61,94,1.78,RU,2020-06-23 05:20:35
549,Dombarovskiy,50.76,59.54,290.31,40,0,4.77,RU,2020-06-23 05:20:35
550,Lahij,13.17,44.58,302.99,59,0,2.38,YE,2020-06-23 05:20:35
551,Bati,11.18,40.02,298.93,33,86,1.65,ET,2020-06-23 05:20:36
552,Coquimbo,-29.95,-71.34,284.15,93,100,3.1,CL,2020-06-23 05:20:36
553,Elizabeth City,36.29,-76.25,296.15,88,1,2.6,US,2020-06-23 05:20:36
554,Antofagasta,-23.65,-70.4,288.15,72,90,1.0,CL,2020-06-23 05:20:36
555,Greeneville,36.16,-82.83,294.26,83,75,1.36,US,2020-06-23 05:20:37
556,Alta Floresta,-9.88,-56.09,292.13,67,38,1.58,BR,2020-06-23 05:20:37
557,Gbadolite,4.28,21.02,294.42,94,91,0.52,CD,2020-06-23 05:20:37
558,Sarlat-La-Caneda,44.89,1.22,284.26,92,26,1.37,FR,2020-06-23 05:20:37
559,Santa Cruz De La Palma,28.68,-17.76,295.15,68,90,5.7,ES,2020-06-23 05:20:38
560,Ust-Maya,60.42,134.53,300.92,32,23,0.11,RU,2020-06-23 05:20:38
561,Banjar,-8.19,114.97,302.15,83,40,6.2,ID,2020-06-23 05:20:38
